org_id,org_name,org_type,homepage_url,jobs_url,canonical_jobs_url,jobs_source_type,adapter,confidence,discovered_via,last_verified,notes,manual_review,column
,City of Kawartha Lakes,municipality,https://www.kawarthalakes.ca/,https://tre.tbe.taleo.net/tre01/ats/careers/v2/searchResults?org=CITYOFKA&cws=37,https://tre.tbe.taleo.net/tre01/ats/careers/v2/searchResults?org=CITYOFKA&cws=37,ats_taleo,taleo,0.98,url_pattern,2026-02-23,matched taleo/oracle careers pattern,0,
,City of Kenora,municipality,https://www.kenora.ca/,https://kenora.bamboohr.com/careers,https://kenora.bamboohr.com/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,"Township of Killaloe, Hagarty & Richards",municipality,https://www.killaloe-hagarty-richards.ca/,https://www.killaloe-hagarty-richards.ca/local-websites/khr-fire-department/job-descriptions,https://www.killaloe-hagarty-richards.ca/sites/25/files/2024-07/Captain-KH%26R.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Kincardine,municipality,https://www.kincardine.ca/,https://www.kincardine.ca/our-services/careers/,https://www.kincardine.ca/our-services/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of King,municipality,https://www.king.ca/,https://www.king.ca/employment,https://www.king.ca/sites/default/files/2026-02/By-Law%20Student%20Job%20Ad.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Kingsville,municipality,https://www.kingsville.ca/,https://www.kingsville.ca/local-government/work-here,https://icreate8.esolutionsgroup.ca/11140325_TownofKingsville/en/our-community/resources/Fire/Volunteer-Firefighter-Applicant-Information-Package-11-April-2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Kirkland Lake,municipality,https://www.kirklandlake.ca/,https://www.kirklandlake.ca/cms/one.aspx?pageId=15765159,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_15565915/File/Town%20Hall/Municipal%20Careers/Health%20&%20Safety%20Policy.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,See if EDO is being hired
,Lac Des Mille Lacs,first_nation,https://lacdesmillelacsfirstnation.ca/,https://www.lacdesmillelacsfirstnation.ca/pages/view/employment-opportunities,https://gct3.ca/wp-content/uploads/2024/01/Circle-of-Care-Case-Manager-Job-Posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Lake of Bays,municipality,https://www.lakeofbays.on.ca/,https://www.lakeofbays.on.ca/municipal-services/employment,https://www.lakeofbays.on.ca/municipal-services/employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Lake of the Woods,municipality,https://www.lakeofthewoods.ca/,,,,,,,,,1,
,Town of Lakeshore,municipality,https://www.lakeshore.ca/,https://jobs.dayforcehcm.com/en-US/lakeshore/CANDIDATEPORTAL,https://jobs.dayforcehcm.com/en-US/lakeshore/CANDIDATEPORTAL,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Lambton Shores,municipality,https://www.lambtonshores.ca/,https://www.lambtonshores.ca/our-government/careers,https://recruiting.ultipro.ca/COR5100COMLB/JobBoard/6de500a3-d10c-48fb-9d33-b96b97d7d17b?q=&o=postedDateDesc,ats_utipro,utipro,0.92,html_a_href,2026-02-23,matched ultipro/ukg recruiting via a_href,0,
,County of Lanark,municipality,https://www.lanarkcounty.ca/,https://www.lanarkcounty.ca/working/careers/,https://www.lanarkcounty.ca/wp-content/uploads/2026/02/SS2026-006-TFT-OW-Caseworker-External.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Lanark Highlands,municipality,https://www.lanarkhighlands.ca/,https://www.lanarkhighlands.ca/lh-town-hall/tenders-employment-opportunities/employment,https://www.lanarkhighlands.ca/lh-town-hall/tenders-employment-opportunities/employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Larder Lake,municipality,https://www.larderlake.ca/,https://www.larderlake.ca/municipal-services/careers,https://www.larderlake.ca/municipal-services/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of LaSalle,municipality,https://www.lasalle.ca/,https://secure10.entertimeonline.com/ta/6156177.careers?CareersSearch=&lang=en-US,https://secure10.entertimeonline.com/ta/6156177.careers?CareersSearch=&lang=en-US,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Latchford,municipality,https://www.latchford.ca/,https://www.latchford.ca/employment-opportunity,https://www.latchford.ca/employment-opportunity,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Town of Laurentian Hills,municipality,https://www.laurentianhills.ca/,https://www.laurentianhills.ca/resources/job-opportunities/,https://www.laurentianhills.ca/userfiles/file/2023%20SLC%20Ad.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Leamington,municipality,https://www.leamington.ca/en/index.aspx,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=1b5a89ec-9b9d-4cfe-afa6-d9c2e3278d41&ccId=19000101_000001&lang=en_CA,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=1b5a89ec-9b9d-4cfe-afa6-d9c2e3278d41&ccId=19000101_000001&lang=en_CA,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
,Township of Leeds & the Thousand Islands,municipality,https://www.leeds1000islands.ca/,https://www.leeds1000islands.ca/township-government/careers#CurrentEmploymentOpportunities,https://www.leeds1000islands.ca/media/wjhm0uqz/horticulturalist-seasonal-job-description-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Leeds & Grenville,municipality,https://www.leedsgrenville.com/en/index.aspx,https://recruiting.ultipro.ca/COR5002CULG/JobBoard/32c48e4b-90d1-4199-8e13-7849c2e3437c/?q=&o=postedDateDesc,https://recruiting.ultipro.ca/COR5002CULG/JobBoard/32c48e4b-90d1-4199-8e13-7849c2e3437c?q=&o=postedDateDesc,ats_utipro,utipro,0.98,url_pattern,2026-02-23,matched ultipro/ukg recruiting,0,
,Town of Lincoln,municipality,https://www.lincoln.ca/,https://www.lincoln.ca/careers-volunteering,https://www.lincoln.ca/careers-volunteering,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Long Lake No.58 First Nation,first_nation,https://www.longlake58fn.ca/,https://www.longlake58fn.ca/employment,https://www.longlake58fn.ca/upload/documents/employment/2025-2026/pmss-job-description-.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Loyalist,municipality,https://www.loyalist.ca/,https://curos.ca/curos/LOY2301/V/TRBJO_PUBLIC,https://curos.ca/curos/LOY2301/V/TRBJO_PUBLIC,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Lucan Biddulph,municipality,https://www.lucanbiddulph.on.ca/,https://www.lucanbiddulph.on.ca/careers,https://www.lucanbiddulph.on.ca/sites/default/files/2024-02/2024%20Lucan%20Biddulph%20Emergency%20Response%20Plan%20Public%20Document.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Laurentian Valley,municipality,https://www.lvtownship.ca/en/index.aspx,https://www.lvtownship.ca/en/lv-government-services/careers.aspx,https://www.lvtownship.ca/Student-Labourer-Job-Posting-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Madawaska Valley,municipality,https://www.madawaskavalley.ca/,https://www.madawaskavalley.ca/your-local-government/employment-opportunities,https://www.madawaskavalley.ca/media/tetlnj0a/jobs-summary-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Magnetawan,first_nation,https://www.magfn.com/,,,,,,,,,1,
,Township of Malahide,municipality,https://www.malahide.ca/en/index.aspx,https://www.malahide.ca/en/municipal-office/employment-opportunities.aspx,https://www.malahide.ca/en/municipal-office/resources/careers/Posting-Notice-Building-Attendants-2026-01-29-ACTIVE.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Manitouwadge,municipality,https://www.manitouwadge.ca/,,,,,,,,,1,
,Town of Marathon,municipality,https://www.marathon.ca/,https://www.marathon.ca/town-hall/careers,https://www.marathon.ca/media/p1gi2mtd/facility-maintenance-utility-worker.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,City of Markham,municipality,https://www.markham.ca/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=04bf51f8-d2dd-4641-ba92-183522f6e8b3&ccId=19000101_000001&type=MP&lang=en_CA,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=04bf51f8-d2dd-4641-ba92-183522f6e8b3&ccId=19000101_000001&type=MP&lang=en_CA,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
,Township of Matachewan,municipality,https://www.matachewan.com/,https://www.matachewan.com/jobs/,https://www.matachewan.com/jobs,unknown,generic,0.20,failed_request,2026-02-23,all URL variants failed,1,
,Matachewan,first_nation,https://www.matachewanfirstnation.com/,https://www.matachewanfirstnation.com/matachewan-first-nation-job-postings,https://www.matachewanfirstnation.com/wp-content/uploads/2024/09/IBA-Coordinator-Alamos.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Mattawa,municipality,https://www.mattawa.ca/en,https://www.mattawa.ca/en/your-government/employment-opportunities,https://www.mattawa.ca/uploads/pw-supervisor-dec42025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Mattice-Val Cote,municipality,https://www.matticevalcote.ca/,,,,,,,,,1,
,Township of McDougall,municipality,https://www.mcdougall.ca/,https://www.mcdougall.ca/p/employment-opportunities,https://www.mcdougall.ca/p/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of McKellar,municipality,https://www.mckellar.ca/en/index.aspx,https://www.mckellar.ca/en/township-services/job-postings.aspx,https://www.mckellar.ca/en/township-services/resources/2026-Job-Posting-Public-Works-Summer-Student.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of McMurrich/Monteith,municipality,https://www.mcmurrichmonteith.com/,https://www.mcmurrichmonteith.com/opportunities,https://irp.cdn-website.com/af131183/files/uploaded/External+Job+Posting+-+CAO.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Meaford,municipality,https://www.meaford.ca/en/index.aspx,https://www.meaford.ca/en/our-government/careers.aspx,https://www.meaford.ca/en/our-government/resources/Careers/2025-47---Seasonal-Equipment-Operator---Transportation-Seasonal---Job-Posting-revised.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Village of Merrickville-Wolford,municipality,https://www.merrickville-wolford.ca/,https://www.merrickville-wolford.ca/governance/career-opportunities,https://www.merrickville-wolford.ca/governance/career-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,County of Middlesex,municipality,https://www.middlesex.ca/,https://www.middlesex.ca/departments/human-resources/job-opportunities,https://www.middlesex.ca/departments/human-resources/job-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Middlesex Centre,municipality,https://www.middlesexcentre.ca/,https://jobs.dayforcehcm.com/en-US/middlesex/CANDIDATEPORTAL,https://jobs.dayforcehcm.com/en-US/middlesex/CANDIDATEPORTAL,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Midland,municipality,https://www.midland.ca/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=b3dc7fb4-546d-4c57-a2f4-0ab75313ff85&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=b3dc7fb4-546d-4c57-a2f4-0ab75313ff85&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
,Town of Milton,municipality,https://www.milton.ca/en/index.aspx,https://milton.wd10.myworkdayjobs.com/TownOfMilton,https://milton.wd10.myworkdayjobs.com/TownOfMilton,ats_workday,workday,0.98,url_pattern,2026-02-23,matched workday domain/path,0,
,Township of Minden Hills,municipality,https://www.mindenhills.ca/,https://www.mindenhills.ca/your-municipal-government/careers/,https://www.mindenhills.ca/your-municipal-government/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Missanabie Cree,first_nation,https://www.missanabiecreefn.com/,https://www.missanabiecreefn.com/job-postings,https://www.missanabiecreefn.com/job-postings,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,City of Mississauga,municipality,https://www.mississauga.ca/,https://jobs.mississauga.ca/search/,https://jobs.mississauga.ca/search,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Mississauga,first_nation,https://www.mississaugi.com/,https://www.mississaugi.com/employment,https://6e6bce11-5d4e-45ad-b91f-be731d25618a.filesusr.com/ugd/bf0bc3_3f2bc3bb4eba415b9b4d6eeaa436a101.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Mississippi Mills,municipality,https://www.mississippimills.ca/,https://www.mississippimills.ca/jobs,https://www.mississippimills.ca/media/crxhijrc/2026-02-hr-payroll-coordinator-feb-2026.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Montague,municipality,https://www.montaguetownship.ca/,https://www.montaguetownship.ca/government/media-centre/employment-opportunities,https://www.montaguetownship.ca/government/media-centre/employment-opportunities,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Moonbeam,municipality,https://www.moonbeam.ca/en/accueil,https://www.moonbeam.ca/municipalite/carrieres,https://www.moonbeam.ca/municipalite/carrieres,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Moose Cree First Nation,first_nation,https://www.moosecree.com/,https://www.moosecree.com/careers/,https://www.moosecree.com/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Moosonee,municipality,https://www.moosonee.ca/,https://www.moosonee.ca/#:~:text=CAREER%20OPPORTUNITIES,https://www.moosonee.ca/wp-content/uploads/2024/09/Public-Notice-Council-Vacancy-Sept.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Bluewater,municipality,https://www.municipalityofbluewater.ca/,https://www.municipalityofbluewater.ca/municipal-office/careers,https://www.municipalityofbluewater.ca/media/2e4jxei3/20260202-hr-ad-combined-finance-summer-student-ad-acc.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Killarney,municipality,https://www.municipalityofkillarney.ca/,https://www.municipalityofkillarney.ca/municipal-services/job-opportunities,https://www.municipalityofkillarney.ca/images/support/municipal-services/job-opportunities/2025/mok-board-vacancies-december-2025.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,The District of Muskoka,municipality,https://www.muskoka.on.ca/en/index.aspx,https://www.muskoka.on.ca/en/careers-and-volunteering/careers-district-of-muskoka-municipal-operations.aspx,https://www.muskoka.on.ca/en/careers-and-volunteering/careers-district-of-muskoka-municipal-operations.aspx,unknown,generic,0.20,failed_request,2026-02-23,all URL variants failed,1,
,Township of Muskoka Lakes,municipality,https://www.muskokalakes.ca/,https://www.muskokalakes.ca/township-hall/careers,https://www.muskokalakes.ca/media/cpalbgvr/2026-01-30-human-resources-manager-posting.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Callander,municipality,https://www.mycallander.ca/,https://www.mycallander.ca/en/local-government/careers,https://www.mycallander.ca/en/local-government/careers,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Chippewas of Nawash First Nation,first_nation,https://www.nawash.ca/,https://www.nawash.ca/employment,https://www.nawash.ca/employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Municipality of Neebing,municipality,https://www.neebing.org/,https://www.neebing.org/careers,https://www.neebing.org/media/uyqjse2h/permanent-truck-driver-equipment-operator.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Newmarket,municipality,https://www.newmarket.ca/,https://newmarket.hua.hrsmart.com/hr/ats/JobSearch/viewAll,https://newmarket.hua.hrsmart.com/hr/ats/JobSearch/viewAll,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of New Tecumseth,municipality,https://www.newtecumseth.ca/en/index.aspx,https://tecumseth.njoyn.com/cl3/xweb/xweb.asp?tbtoken=ZV1YQBtYDVByZHcDRVMmF09Od2wqaVVVelZMWyoFB3leWEZqLzZudxNxBEwYGhBUT3JsF3U%3D&chk=ZVpaShM%3D&page=joblisting&CLID=56628,https://validate.perfdrive.com/?ssa=6981fb75-d295-40fc-80bd-fb02a0302aab&ssb=37671230119&ssc=https%3A%2F%2Ftecumseth.njoyn.com%2Fcl3%2Fxweb%2Fxweb.asp%3Ftbtoken%3DZV1YQBtYDVByZHcDRVMmF09Od2wqaVVVelZMWyoFB3leWEZqLzZudxNxBEwYGhBUT3JsF3U%253D%26chk%3DZVpaShM%253D%26page%3Djoblisting%26CLID%3D56628&ssi=0110caf9-dcvu-4c4b-8052-b2cdf7fb6ded&ssk=botmanager_support%40radware.com&ssm=83946787842814476104211882141558&ssn=4eab504d3f23a11f85a85cc85aeb2cea346e9b50b403-6681-427a-97e172&sso=3549cda4-2b5a76d95e3363853e6dcae742ffec2a0eb76b17f5740569&ssp=26027436321771611417177168183240366&ssq=78903093313588470403733135227211196353470&ssr=MjAuNTcuNDcuMjI3&sst=OntarioJobBot%2F1.0+%28+https%3A%2F%2Fgithub.com%2Fradiobyline%2FOntario-Job-Bot%29&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDA5YjUwYjQwMy02NjgxLTQyN2EtOWRhNC0yYjVhNzZkOTVlMzMxLTE3NzE2MzMxMzUwNDUwLTAwMmFlMTIwMTZhMTg5ZjZmZTExMCIsInJkIjoibmpveW4uY29tIiwidXpteCI6IjdmOTAwMDU1N2RkNjI1LWI4M2EtNGRmMS04Nzk1LWE3ZmY3MmRhNjhkMjEtMTc3MTYzMzEzMjg5NDIxNTEtZWM3MjM0NzJkZDk3NGNjZDE2In0%3D,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Regional Municipality of Niagara,municipality,https://www.niagararegion.ca/,https://careers.niagararegion.ca/psc/careers/EMPLOYEE/PSFT_HR/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,http://www.niagararegion.ca/government/hr/careers/jobs.aspx,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Niisaachewan Anishinaabe Nation,first_nation,https://www.niisaachewan.ca/,https://www.niisaachewan.ca/careers,https://www.niisaachewan.ca/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of Nipigon,municipality,https://www.nipigon.net/,https://www.nipigon.net/invest-grow/business-development/employment-opportunities,https://www.nipigon.net/invest-grow/business-development/employment-opportunities,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Norfolk County,municipality,https://www.norfolkcounty.ca/,https://www.norfolkcounty.ca/council-administration-and-government/careers,https://careerservices.wayne.edu/behavioralinterviewinfo.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of Northern Bruce Peninsula,municipality,https://www.northbrucepeninsula.ca/,https://www.northbrucepeninsula.ca/jobs,https://www.northbrucepeninsula.ca/media/px2lp3qe/museum-attendant-student-job-description.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of North Dumfries,municipality,https://www.northdumfries.ca/,https://www.northdumfries.ca/employment,https://www.northdumfries.ca/media/u4fnz4jg/2026-job-ad-summer-student-website.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of North Dundas,municipality,https://www.northdundas.com/,https://www.northdundas.com/community-recreation/career-opportunities,https://www.northdundas.com/sites/1/files/2026-02/Rec%20Admin%20Job.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of North Frontenac,municipality,https://www.northfrontenac.com/en/index.aspx,https://www.northfrontenac.com/en/township-services/careers-and-volunteering.aspx?_mid_=18866,https://www.northfrontenac.com/en/our-community/resources/Documents/About-KBFD/KBFD-Recruit-Information-package-2018.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of North Glengarry,municipality,https://www.northglengarry.ca/,https://www.northglengarry.ca/working-here/careers,https://www.northglengarry.ca/media/aospktrk/2026-deputy-chief-building-official.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of North Grenville,municipality,https://www.northgrenville.ca/,https://www.northgrenville.ca/council-government/municipal-government/careers,https://www.northgrenville.ca/council-government/municipal-government/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Township of North Huron,municipality,https://www.northhuron.ca/en/index.aspx,https://www.northhuron.ca/en/municipal-government/careers.aspx,https://www.northhuron.ca/en/HR/Recreation/2025-11-14%20POSTION%20PROFILE-%20Director%20of%20Rec_ChildServices%20and%20Facilities.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of North Kawartha,municipality,https://www.northkawartha.ca/,https://www.northkawartha.ca/living-here/employment-and-volunteer-opportunities/,https://www.northkawartha.ca/media/muof2awu/2026-job-description-public-works-manager.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of North Middlesex,municipality,https://www.northmiddlesex.on.ca/,https://www.northmiddlesex.on.ca/careers,https://www.northmiddlesex.on.ca/sites/default/files/2024-10/Firefighter%20Recruit%20Orientation%20Guide%202024.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Municipality of North Perth,municipality,https://www.northperth.ca/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0939b7ee-dace-4f4a-8077-8b915b316ffc&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0939b7ee-dace-4f4a-8077-8b915b316ffc&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
,Township of North Stormont,municipality,https://www.northstormont.ca/,https://www.northstormont.ca/work-with-us,https://www.northstormont.ca/work-with-us,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Township of Norwich,municipality,https://www.norwich.ca/,https://www.norwich.ca/our-township/employment,https://www.norwich.ca/our-township/employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Niagara-on-the-Lake,municipality,https://www.notl.com/,https://www.notl.com/apply-job,https://www.notl.com/sites/default/files/2023-05/P-CS-20-004%20-%20Hiring%20Policy_0.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Northwest Angle No.33,first_nation,https://www.nwa33.ca/,https://www.nwa33.ca/employment/,https://www.nwa33.ca/employment,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Town of Oakville,municipality,https://www.oakville.ca/,https://tre.tbe.taleo.net/tre01/ats/careers/v2/searchResults?org=TOWNOFOA&cws=43,https://tre.tbe.taleo.net/tre01/ats/careers/v2/searchResults?org=TOWNOFOA&cws=43,ats_taleo,taleo,0.98,url_pattern,2026-02-23,matched taleo/oracle careers pattern,0,
,Township of O'Connor,municipality,https://www.oconnortownship.ca/,https://www.oconnortownship.ca/careers,https://www.oconnortownship.ca/municipal-office/careers,html_list,html_list,0.68,html_parse,2026-02-23,job-like links found on landing page,0,
,Chippewas of Rama First Nation,first_nation,https://www.ramafirstnation.ca/,https://www.ogemawahj.on.ca/about-us/job-board/rama,https://www.ogemawahj.on.ca/application/files/8217/1758/9784/Registered_Practical_Nurse_2_POC-_June_4_2024_to_June_18_2024.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Village of Oil Springs,municipality,https://www.oilsprings.ca/,https://www.oilsprings.ca/municipal-office/employment-opportunities,https://www.oilsprings.ca/municipal-office/employment-opportunities,unknown,generic,0.30,fallback_unknown,2026-02-23,unable to classify; requires manual review,1,
,Ojibway Nation of Saugeen,first_nation,https://www.ojibwaynationofsaugeen.ca/,https://www.ojibwaynationofsaugeen.ca/careers.html,https://www.ojibwaynationofsaugeen.ca/uploads/1/4/2/4/142425682/senior_finance_officer__budget-ar__job_description.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Town of Orangeville,municipality,https://www.orangeville.ca/en/index.aspx,https://www.orangeville.ca/en/town-hall/job-opportunities.aspx?_mid_=53705,https://orangeville.ic12.esolg.ca/en/living-here/resources/Documents/T001436A-Orangeville-ET-Rehab-EA-Project-File-Report-FINAL.pdf,pdf,pdf,0.75,html_a_href,2026-02-23,pdf path detected via a_href,0,
,Township of Oro-Medonte,municipality,https://www.oro-medonte.ca/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=9f2305d4-136e-4d59-8ca5-961997f27eb5&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=9f2305d4-136e-4d59-8ca5-961997f27eb5&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,ats_adp,adp,0.98,url_pattern,2026-02-23,matched adp recruitment path,0,
