org_id,org_name,org_type,homepage_url,jobs_url,jobs_source_type,adapter,confidence,discovered_via,last_verified,notes
mun-0304-township-of-harris,Township of Harris,municipality,https://harristownship.weebly.com/,,,,,,,
mun-0311-township-of-hudson,Township of Hudson,municipality,https://hudson.ca/,,,,,,,
mun-0318-township-of-kerns,Township of Kerns,municipality,https://kerns.ca/,,,,,,,
mun-0322-township-of-laird,Township of Laird,municipality,https://lairdtownship.ca/,,,,,,,
mun-0321-township-of-la-vallee,Township of La Vallee,municipality,https://lavallee.ca/,,,,,,,
fn-0508-mattagami,Mattagami,first_nation,https://mattagami.com/,,,,,,,
fn-0526-naotkamegwanning,Naotkamegwanning,first_nation,https://naotkameg.wanning.ca/,,,,,,,
mun-0358-township-of-nipissing,Township of Nipissing,municipality,https://nipissingtownship.com/,,,,,,,
mun-0372-township-of-papineau-cameron,Township of Papineau-Cameron,municipality,https://papineaucameron.ca/,,,,,,,
fn-0542-pays-plat,Pays Plat,first_nation,https://ppfn.ca/,,,,,,,
fn-0492-iskatewizaagegan-39-independent-first-nation,Iskatewizaagegan #39 Independent First Nation,first_nation,https://shoallake39.ca/lander,,,,,,,
fn-0577-weenusk,Weenusk,first_nation,https://weenusk.ca/,,,,,,,
fn-0449-anishinabe-of-wauzhushk-onigum,Anishinabe of Wauzhushk Onigum,first_nation,https://wonation.ca/,,,,,,,
fn-0581-wunnumin,Wunnumin,first_nation,https://wunnumin.com/,,,,,,,
fn-0452-aroland,Aroland,first_nation,https://www.arolandfirstnation.ca/,,,,,,,
fn-0454-attawapiskat,Attawapiskat,first_nation,https://www.attawapiskat.org/lander,,,,,,,
fn-0466-cat-lake,Cat Lake,first_nation,https://www.catlakefirstnation.com/,,,,,,,
mun-0265-township-of-chamberlain,Township of Chamberlain,municipality,https://www.chamberlaintownship.com/,,,,,,,
mun-0277-township-of-dawson,Township of Dawson,municipality,https://www.dawsontownship.ca/,,,,,,,
fn-0444-albany,Albany,first_nation,https://www.fortalbany.ca/ ,,,,,,,
fn-0520-moose-deer-point,Moose Deer Point,first_nation,https://www.moosedeerpoint.ca/,,,,,,,
mun-0437-village-of-newbury,Village of Newbury,municipality,https://www.newbury.ca/,,,,,,,
fn-0458-bearfoot-onondaga,Bearfoot Onondaga,first_nation,https://www.onondaganation.org/,,,,,,,
fn-0541-onondaga-clear-sky,Onondaga Clear Sky,first_nation,https://www.onondaganation.org/,,,,,,,
mun-0369-township-of-opasatika,Township of Opasatika,municipality,https://www.opasatika.net/,,,,,,,
fn-0574-washagamis-bay,Washagamis Bay,first_nation,https://www.washagamisbay.ca/,,,,,,,
mun-0296-township-of-gauthier,Township of Gauthier,municipality,,,,,,,,
